,Date,Compulsory_Mask,Eat_In_Ban,Entry_Recording,Lockdown,Sch_Closure,Gathering_Max,Mall_Distancing,Recreation,Workplace_Closure,Worship
305,2020-11-23,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
306,2020-11-24,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
307,2020-11-25,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
308,2020-11-26,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
309,2020-11-27,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
310,2020-11-28,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
311,2020-11-29,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
312,2020-11-30,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
313,2020-12-01,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
314,2020-12-02,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
315,2020-12-03,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
316,2020-12-04,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
317,2020-12-05,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
318,2020-12-06,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
319,2020-12-07,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
320,2020-12-08,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
321,2020-12-09,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
322,2020-12-10,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
323,2020-12-11,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
324,2020-12-12,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
325,2020-12-13,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
326,2020-12-14,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
327,2020-12-15,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
328,2020-12-16,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
329,2020-12-17,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
330,2020-12-18,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
331,2020-12-19,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
332,2020-12-20,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
333,2020-12-21,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
334,2020-12-22,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
335,2020-12-23,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
336,2020-12-24,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
337,2020-12-25,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
338,2020-12-26,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
339,2020-12-27,1,0,1,0,0,-0.5,0.286871961102107,-0.65,-0.5,-0.25
340,2020-12-28,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
341,2020-12-29,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
342,2020-12-30,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
343,2020-12-31,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
344,2021-01-01,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
345,2021-01-02,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
346,2021-01-03,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
347,2021-01-04,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
348,2021-01-05,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
349,2021-01-06,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
350,2021-01-07,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
351,2021-01-08,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
352,2021-01-09,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
353,2021-01-10,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
354,2021-01-11,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
355,2021-01-12,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
356,2021-01-13,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
357,2021-01-14,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
358,2021-01-15,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
359,2021-01-16,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
360,2021-01-17,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
361,2021-01-18,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
362,2021-01-19,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
363,2021-01-20,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
364,2021-01-21,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
365,2021-01-22,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
366,2021-01-23,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
367,2021-01-24,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
368,2021-01-25,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
369,2021-01-26,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
370,2021-01-27,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
371,2021-01-28,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
372,2021-01-29,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
373,2021-01-30,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
374,2021-01-31,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
375,2021-02-01,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
376,2021-02-02,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
377,2021-02-03,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
378,2021-02-04,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
379,2021-02-05,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
380,2021-02-06,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
381,2021-02-07,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
382,2021-02-08,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
383,2021-02-09,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
384,2021-02-10,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
385,2021-02-11,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
386,2021-02-12,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
387,2021-02-13,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
388,2021-02-14,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
389,2021-02-15,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
390,2021-02-16,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
391,2021-02-17,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
392,2021-02-18,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
393,2021-02-19,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
394,2021-02-20,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
395,2021-02-21,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
396,2021-02-22,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
397,2021-02-23,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
398,2021-02-24,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
399,2021-02-25,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
400,2021-02-26,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
401,2021-02-27,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
402,2021-02-28,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
403,2021-03-01,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
404,2021-03-02,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
405,2021-03-03,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
406,2021-03-04,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
407,2021-03-05,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
408,2021-03-06,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
409,2021-03-07,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
410,2021-03-08,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
411,2021-03-09,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
412,2021-03-10,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
413,2021-03-11,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
414,2021-03-12,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
415,2021-03-13,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
416,2021-03-14,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
417,2021-03-15,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
418,2021-03-16,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
419,2021-03-17,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
420,2021-03-18,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
421,2021-03-19,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
422,2021-03-20,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
423,2021-03-21,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
424,2021-03-22,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
425,2021-03-23,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
426,2021-03-24,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
427,2021-03-25,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
428,2021-03-26,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
429,2021-03-27,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
430,2021-03-28,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
431,2021-03-29,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
432,2021-03-30,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
433,2021-03-31,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
434,2021-04-01,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
435,2021-04-02,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
436,2021-04-03,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
437,2021-04-04,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
438,2021-04-05,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
439,2021-04-06,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
440,2021-04-07,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
441,2021-04-08,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
442,2021-04-09,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
443,2021-04-10,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
444,2021-04-11,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
445,2021-04-12,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
446,2021-04-13,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
447,2021-04-14,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
448,2021-04-15,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
449,2021-04-16,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
450,2021-04-17,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
451,2021-04-18,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
452,2021-04-19,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
453,2021-04-20,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
454,2021-04-21,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
455,2021-04-22,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
456,2021-04-23,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
457,2021-04-24,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
458,2021-04-25,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
459,2021-04-26,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
460,2021-04-27,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
461,2021-04-28,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
462,2021-04-29,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
463,2021-04-30,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
464,2021-05-01,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
465,2021-05-02,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
466,2021-05-03,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
467,2021-05-04,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
468,2021-05-05,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
469,2021-05-06,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
470,2021-05-07,1,0,1,0,0,-0.8,0.22204213938411668,-0.65,-0.75,-0.65
471,2021-05-08,1,0,1,0,0,-0.5,0.22204213938411668,-0.5,-0.75,-0.5
472,2021-05-09,1,0,1,0,0,-0.5,0.22204213938411668,-0.5,-0.75,-0.5
473,2021-05-10,1,0,1,0,0,-0.5,0.22204213938411668,-0.5,-0.75,-0.5
474,2021-05-11,1,0,1,0,0,-0.5,0.22204213938411668,-0.5,-0.75,-0.5
475,2021-05-12,1,0,1,0,0,-0.5,0.22204213938411668,-0.5,-0.75,-0.5
476,2021-05-13,1,0,1,0,0,-0.5,0.22204213938411668,-0.5,-0.75,-0.5
477,2021-05-14,1,0,1,0,0,-0.5,0.22204213938411668,-0.5,-0.75,-0.5
478,2021-05-15,1,0,1,0,0,-0.5,0.22204213938411668,-0.5,-0.75,-0.5
479,2021-05-16,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.33,-0.25
480,2021-05-17,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.33,-0.25
481,2021-05-18,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.33,-0.25
482,2021-05-19,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.33,-0.25
483,2021-05-20,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.33,-0.25
484,2021-05-21,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.33,-0.25
485,2021-05-22,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.33,-0.25
486,2021-05-23,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.33,-0.25
487,2021-05-24,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.33,-0.25
488,2021-05-25,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.33,-0.25
489,2021-05-26,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.33,-0.25
490,2021-05-27,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.33,-0.25
491,2021-05-28,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
492,2021-05-29,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
493,2021-05-30,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
494,2021-05-31,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
495,2021-06-01,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
496,2021-06-02,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
497,2021-06-03,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
498,2021-06-04,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
499,2021-06-05,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
500,2021-06-06,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
501,2021-06-07,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
502,2021-06-08,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
503,2021-06-09,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
504,2021-06-10,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
505,2021-06-11,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
506,2021-06-12,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
507,2021-06-13,1,1,1,0,0,-0.2,0.4813614262560778,-0.25,-0.5,-0.25
508,2021-06-14,1,1,1,0,0,-0.5,0.286871961102107,-0.5,-0.5,-0.5
509,2021-06-15,1,1,1,0,0,-0.5,0.286871961102107,-0.5,-0.5,-0.5
510,2021-06-16,1,1,1,0,0,-0.5,0.286871961102107,-0.5,-0.5,-0.5
511,2021-06-17,1,1,1,0,0,-0.5,0.286871961102107,-0.5,-0.5,-0.5
512,2021-06-18,1,1,1,0,0,-0.5,0.286871961102107,-0.5,-0.5,-0.5
513,2021-06-19,1,1,1,0,0,-0.5,0.286871961102107,-0.5,-0.5,-0.5
514,2021-06-20,1,1,1,0,0,-0.5,0.286871961102107,-0.5,-0.5,-0.5
515,2021-06-21,1,1,1,0,0,-0.5,0.286871961102107,-0.5,-0.5,-0.5
516,2021-06-22,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
517,2021-06-23,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
518,2021-06-24,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
519,2021-06-25,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
520,2021-06-26,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
521,2021-06-27,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
522,2021-06-28,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
523,2021-06-29,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
524,2021-06-30,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
525,2021-07-01,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
526,2021-07-02,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
527,2021-07-03,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
528,2021-07-04,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
529,2021-07-05,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
530,2021-07-06,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
531,2021-07-07,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
532,2021-07-08,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
533,2021-07-09,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
534,2021-07-10,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
535,2021-07-11,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
536,2021-07-12,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
537,2021-07-13,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
538,2021-07-14,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
539,2021-07-15,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
540,2021-07-16,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
541,2021-07-17,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
542,2021-07-18,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
543,2021-07-19,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
544,2021-07-20,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
545,2021-07-21,1,0,1,0,0,-0.5,0.286871961102107,-0.5,-0.33,-0.5
546,2021-07-22,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
547,2021-07-23,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
548,2021-07-24,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
549,2021-07-25,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
550,2021-07-26,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
551,2021-07-27,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
552,2021-07-28,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
553,2021-07-29,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
554,2021-07-30,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
555,2021-07-31,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
556,2021-08-01,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
557,2021-08-02,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
558,2021-08-03,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
559,2021-08-04,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
560,2021-08-05,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
561,2021-08-06,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
562,2021-08-07,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
563,2021-08-08,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
564,2021-08-09,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
565,2021-08-10,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
566,2021-08-11,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
567,2021-08-12,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
568,2021-08-13,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
569,2021-08-14,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
570,2021-08-15,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
571,2021-08-16,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
572,2021-08-17,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
573,2021-08-18,1,1,1,0,0,-0.2,0.286871961102107,-0.25,-0.33,-0.25
