Date Cleaned,new_cases,Omicron ,pct_omicron,pct_omicron_int,pct_delta,pct_original
9/2/2022,,,,0.886675667,0.113324333,0
10/2/2022,,,,0.894623692,0.105376308,0
11/2/2022,,,,0.902571718,0.097428282,0
12/2/2022,,,,0.910519744,0.089480256,0
13/2/2022,,,,0.918467769,0.081532231,0
14/2/2022,,,,0.926415795,0.073584205,0
15/2/2022,,,,0.934363821,0.065636179,0
16/2/2022,,,,0.942311846,0.057688154,0
17/2/2022,,,,0.950259872,0.049740128,0
18/2/2022,,,,0.958207897,0.041792103,0
19/2/2022,,,,0.966155923,0.033844077,0
20/2/2022,,,,0.974103949,0.025896051,0
21/2/2022,,,,0.982051974,0.017948026,0
22/2/2022,,,,0.99,0.01,0
23/2/2022,,,,0.990107527,0.009892473,0
24/2/2022,,,,0.990215054,0.009784946,0
25/2/2022,,,,0.990322581,0.009677419,0
26/2/2022,,,,0.990430108,0.009569892,0
27/2/2022,,,,0.990537634,0.009462366,0
28/2/2022,,,,0.990645161,0.009354839,0
1/3/2022,,,,0.990752688,0.009247312,0
2/3/2022,,,,0.990860215,0.009139785,0
3/3/2022,,,,0.990967742,0.009032258,0
4/3/2022,,,,0.991075269,0.008924731,0
5/3/2022,,,,0.991182796,0.008817204,0
6/3/2022,,,,0.991290323,0.008709677,0
7/3/2022,,,,0.991397849,0.008602151,0
8/3/2022,,,,0.991505376,0.008494624,0
9/3/2022,,,,0.991612903,0.008387097,0
10/3/2022,,,,0.99172043,0.00827957,0
11/3/2022,,,,0.991827957,0.008172043,0
12/3/2022,,,,0.991935484,0.008064516,0
13/3/2022,,,,0.992043011,0.007956989,0
14/3/2022,,,,0.992150538,0.007849462,0
15/3/2022,,,,0.992258065,0.007741935,0
16/3/2022,,,,0.992365591,0.007634409,0
17/3/2022,,,,0.992473118,0.007526882,0
18/3/2022,,,,0.992580645,0.007419355,0
19/3/2022,,,,0.992688172,0.007311828,0
20/3/2022,,,,0.992795699,0.007204301,0
21/3/2022,,,,0.992903226,0.007096774,0
22/3/2022,,,,0.993010753,0.006989247,0
23/3/2022,,,,0.99311828,0.00688172,0
24/3/2022,,,,0.993225806,0.006774194,0
25/3/2022,,,,0.993333333,0.006666667,0
26/3/2022,,,,0.99344086,0.00655914,0
27/3/2022,,,,0.993548387,0.006451613,0
28/3/2022,,,,0.993655914,0.006344086,0
29/3/2022,,,,0.993763441,0.006236559,0
30/3/2022,,,,0.993870968,0.006129032,0
31/3/2022,,,,0.993978495,0.006021505,0
1/4/2022,,,,0.994086022,0.005913978,0
2/4/2022,,,,0.994193548,0.005806452,0
3/4/2022,,,,0.994301075,0.005698925,0
4/4/2022,,,,0.994408602,0.005591398,0
5/4/2022,,,,0.994516129,0.005483871,0
6/4/2022,,,,0.994623656,0.005376344,0
7/4/2022,,,,0.994731183,0.005268817,0
8/4/2022,,,,0.99483871,0.00516129,0
9/4/2022,,,,0.994946237,0.005053763,0
10/4/2022,,,,0.995053763,0.004946237,0
11/4/2022,,,,0.99516129,0.00483871,0
12/4/2022,,,,0.995268817,0.004731183,0
13/4/2022,,,,0.995376344,0.004623656,0
14/4/2022,,,,0.995483871,0.004516129,0
15/4/2022,,,,0.995591398,0.004408602,0
16/4/2022,,,,0.995698925,0.004301075,0
17/4/2022,,,,0.995806452,0.004193548,0
18/4/2022,,,,0.995913978,0.004086022,0
19/4/2022,,,,0.996021505,0.003978495,0
20/4/2022,,,,0.996129032,0.003870968,0
21/4/2022,,,,0.996236559,0.003763441,0
22/4/2022,,,,0.996344086,0.003655914,0
23/4/2022,,,,0.996451613,0.003548387,0
24/4/2022,,,,0.99655914,0.00344086,0
25/4/2022,,,,0.996666667,0.003333333,0
26/4/2022,,,,0.996774194,0.003225806,0
27/4/2022,,,,0.99688172,0.00311828,0
28/4/2022,,,,0.996989247,0.003010753,0
29/4/2022,,,,0.997096774,0.002903226,0
30/4/2022,,,,0.997204301,0.002795699,0
1/5/2022,,,,0.997311828,0.002688172,0
2/5/2022,,,,0.997419355,0.002580645,0
3/5/2022,,,,0.997526882,0.002473118,0
4/5/2022,,,,0.997634409,0.002365591,0
5/5/2022,,,,0.997741935,0.002258065,0
6/5/2022,,,,0.997849462,0.002150538,0
7/5/2022,,,,0.997956989,0.002043011,0
8/5/2022,,,,0.998064516,0.001935484,0
9/5/2022,,,,0.998172043,0.001827957,0
10/5/2022,,,,0.99827957,0.00172043,0
11/5/2022,,,,0.998387097,0.001612903,0
12/5/2022,,,,0.998494624,0.001505376,0
13/5/2022,,,,0.998602151,0.001397849,0
14/5/2022,,,,0.998709677,0.001290323,0
15/5/2022,,,,0.998817204,0.001182796,0
16/5/2022,,,,0.998924731,0.001075269,0
17/5/2022,,,,0.999032258,0.000967742,0
18/5/2022,,,,0.999139785,0.000860215,0
19/5/2022,,,,0.999247312,0.000752688,0
20/5/2022,,,,0.999354839,0.000645161,0
21/5/2022,,,,0.999462366,0.000537634,0
22/5/2022,,,,0.999569892,0.000430108,0
23/5/2022,,,,0.999677419,0.000322581,0
24/5/2022,,,,0.999784946,0.000215054,0
25/5/2022,,,,0.999892473,0.000107527,0
26/5/2022,,,,1,0,0
27/5/2022,,,,1,0,0
28/5/2022,,,,1,0,0
29/5/2022,,,,1,0,0
30/5/2022,,,,1,0,0
31/5/2022,,,,1,0,0
1/6/2022,,,,1,0,0
2/6/2022,,,,1,0,0
3/6/2022,,,,1,0,0
4/6/2022,,,,1,0,0
5/6/2022,,,,1,0,0
6/6/2022,,,,1,0,0
7/6/2022,,,,1,0,0
8/6/2022,,,,1,0,0
9/6/2022,,,,1,0,0
10/6/2022,,,,1,0,0
11/6/2022,,,,1,0,0
12/6/2022,,,,1,0,0
13/6/2022,,,,1,0,0
14/6/2022,,,,1,0,0
15/6/2022,,,,1,0,0
16/6/2022,,,,1,0,0
17/6/2022,,,,1,0,0
18/6/2022,,,,1,0,0
19/6/2022,,,,1,0,0
20/6/2022,,,,1,0,0
21/6/2022,,,,1,0,0
22/6/2022,,,,1,0,0
23/6/2022,,,,1,0,0
24/6/2022,,,,1,0,0
25/6/2022,,,,1,0,0
26/6/2022,,,,1,0,0
27/6/2022,,,,1,0,0
28/6/2022,,,,1,0,0
29/6/2022,,,,1,0,0
30/6/2022,,,,1,0,0
1/7/2022,,,,1,0,0
2/7/2022,,,,1,0,0
3/7/2022,,,,1,0,0
4/7/2022,,,,1,0,0
5/7/2022,,,,1,0,0
6/7/2022,,,,1,0,0
7/7/2022,,,,1,0,0
8/7/2022,,,,1,0,0
9/7/2022,,,,1,0,0
10/7/2022,,,,1,0,0
11/7/2022,,,,1,0,0
12/7/2022,,,,1,0,0
13/7/2022,,,,1,0,0
14/7/2022,,,,1,0,0
15/7/2022,,,,1,0,0
16/7/2022,,,,1,0,0
17/7/2022,,,,1,0,0
18/7/2022,,,,1,0,0
19/7/2022,,,,1,0,0
20/7/2022,,,,1,0,0
21/7/2022,,,,1,0,0
22/7/2022,,,,1,0,0
23/7/2022,,,,1,0,0
24/7/2022,,,,1,0,0
25/7/2022,,,,1,0,0
26/7/2022,,,,1,0,0
27/7/2022,,,,1,0,0
28/7/2022,,,,1,0,0
29/7/2022,,,,1,0,0
30/7/2022,,,,1,0,0
31/7/2022,,,,1,0,0
1/8/2022,,,,1,0,0
2/8/2022,,,,1,0,0
